source_file_name,hospital_id,hospital_name,last_updated_on,hospital_state,license_number,payer_name,plan_name,code_type,raw_code,description,setting,modifiers,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,standard_charge_methodology,additional_payer_notes,additional_generic_notes
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,bcbshealthplusmediblueadvantage3889,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1037.64,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bluecrossblueshieldpriorityppo1693,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,7334,null,null,null,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,meritainhealth1249,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,25607.01,78,null,null,percent of total billed charges,78 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,globalexcelmgmt1240,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,1702.06,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthfirst,healthfirstessentialplan41785,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,165,null,null,null,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,hiphmo(healthcarepartners)1363,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,2560,null,null,null,Case Rate,.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,metroplus,metroplusessentialplan12049,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,2341.08,null,null,null,Case Rate,225 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,hipmontefiore1214,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,2560,null,null,null,Case Rate,.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthplus,bcbspathway1692,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1248.57,null,null,null,Fee Schedule,120 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,wtchealthprogram-hhc1487,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,326.6,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemselectcareplatinumsg3859,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,null,null,null,null,null,Not separately priced,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,uhcmedicarecompletechoiceregionalppo2006,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,1037.64,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,hipvipmedicare(cohort2hcp)3370,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,5170.65,15.75,null,null,percent of total billed charges,"15.75 percent of billed charges. Add on payment. Minimum charges threshold of $22,500.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,axaassistanceclaimsdept1229,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1142.22,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,seniorwholehealthofnybymolina1390,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,326.6,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,centersplanforhealthyliving2779,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1040.48,null,null,null,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,bcbsmediblueselecthmo/extrahmo3730,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,4705,null,null,null,Case Rate,. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,magnacare,employeessecurityfund2058,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,5909.31,18,null,null,percent of total billed charges,18 percent of billed charges. Add on payment; 15% when billed with CAS,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,somos,bcbshealthplussomosessentialplan23837,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1069,73,null,null,percent of total billed charges,73 percent of billed charges,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bcbsnysempire1683,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,2462.21,7.5,null,null,percent of total billed charges,7.5 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,wtchealthprogram-hhc1487,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1037.64,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,aetnamedicaremanagedcare1007,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,null,null,null,null,null,Not separately priced,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,magnacare,cement&concreteworkersdistcouncil1676,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,9174,null,null,null,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,aetna,aetnahmo1005,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,8124.66,null,null,null,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,hipvipmedicare(cohort2hcp)3370,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,2404.74,null,null,null,Case Rate,. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,metroplus,metroplusessentialplan32051,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,1,null,null,null,Case Rate,100 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,magnacare,magnacareppo1175,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,4370,null,null,null,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemhealthcarepartnersessential23013,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,984.04,null,null,null,Case rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,metroplus,metroplusplatinumplusplanexchange1628,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,646.67,null,null,null,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemprimebronze3313,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,984.04,null,null,null,Case rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemessentialplan1&200-2502059,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,null,null,null,null,null,Not separately priced,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,metroplus,metroplussilverplusplanexchange1626,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,10833.74,33,null,null,percent of total billed charges,"33 percent of billed charges. Add on payment. Minimum charges threshold of $65,00.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,fidelis,fidelisessentialplan42017,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,3611.24,11,null,null,percent of total billed charges,11 percent of billed charges. Add on payment. Minimum charges threshold of $800.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthfirst,healthfirstcompletecare1920,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,220.5,null,null,null,Case Rate,Fixed Rate.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,uhc,unitedhealthcarepos1159,MS-DRG,MS-DRG 872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,34416.84,null,null,null,Case Rate,"Medicare Base Rate times Standard Inpatient Weight AMLOS + 5 Outlier per Diem $7,017.00. Add-on payment, and lesser of 100% of billed charges.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,aetna,aetnaglobalnationaltransplant(hbonly)1437,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,6894.2,21,null,null,percent of total billed charges,21 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,ghi,iuoelocal14-14b1637,MS-DRG,MS-DRG 872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,28220.53,null,null,null,Case Rate,"Medicare Base Rate times Standard Inpatient Weight Add-on payment, and lesser of 100% of billed charges.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,hipmedicaid-enhancedcare(montefiore)1366,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,1040.48,null,null,null,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,fidelis,fidelisessentialplan32202,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1290.19,null,null,null,Case rate,124 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 50 percent of charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,magnacare,cement&concreteworkersdistcouncil1676,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,4370,null,null,null,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,aetna,aetnahmo1005,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,2490,null,null,null,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,bcbsmedibluemedicarehmo(hcp)3341,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1069,73,null,null,percent of total billed charges,73 percent of billed charges,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemcmoessential43019,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1037.64,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,axaassistanceusa1230,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,null,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bluecrossblueshieldpriorityhmo3723,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,2404.74,null,null,null,Case Rate,. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,somos,hipmcdenhanced-essential3(somos)3795,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,2075.27,null,null,null,Case Rate,200% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,metroplus,metroplusgold1452,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,null,null,null,null,Fee Schedule,214 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthplus,bcbshealthplusessentialplan42013,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,1,null,null,null,Case rate,100 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,unitedhealthcaremedicare1158,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,326.6,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthfirst,healthfirstchildhealthplus1080,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,446.75,null,null,null,Case Rate,100% of PAS. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthfirst,healthfirstcoordinatedbenefitsplan1917,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,220.5,null,null,null,Case Rate,Fixed Rate.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,administrativeconcepts1423,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,1702.06,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthfirst,healthfirstgoldtotal,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,null,null,null,null,null,null,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,hip,emblemessentialplan1&200-2502059,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1248.57,null,null,null,Case Rate,"120 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,fidelis,fideliscaregoldchildexchange2200,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,1872.86,null,null,null,Fee Schedule,180 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,healthnetofcalifornia1449,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,25607.01,78,null,null,percent of total billed charges,78 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,healthplus,bcbspathwayenhanced1690,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,null,null,null,null,Fee Schedule,120 Percent of Medicaid APG.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bcbsoutofstateepo(suitcaselogo)2063,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,2462.21,7.5,null,null,percent of total billed charges,7.5 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bcbsppo1189,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,5228,null,null,null,Case Rate,. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,uslifeinsco1427,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,1702.06,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bcbshmo1184,MS-DRG,MS-DRG 872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,39345.48,null,null,null,Case Rate,"Medicare Base Rate times Standard Inpatient Weight GMLOS + 6 Outlier per Diem $9,081.00 Add-on payment, and lesser of 100% of billed charges.",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,beaconhealthexchangeplan(hbonly)1760,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,326.6,null,null,null,Case Rate,100% of Medicare OPPS.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,uhc,unitedhealthcarestudentresources1405,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,null,2182.13,414.6,2404.74,null,null,null,Case Rate,. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicare,vnsmedicare/medicaidadvantage(hbonly)1387,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,null,null,null,null,null,Not separately priced,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,fidelis,ambetterfideliscaregoldexchange1510,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,null,null,null,1872.86,null,null,null,Fee Schedule,180 Percent of Medicaid APG. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,medicaid,partnershealthplanmedicaid1687,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,null,1464.39,278.23,984.04,null,null,null,Case rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,bcbs,bcbsoutofstatepos(suitcaselogo)2066,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,2462.21,7.5,null,null,percent of total billed charges,7.5 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,pomcoinsuranceco1138,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,3982.81,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,globalhealthmanagment1241,LOCAL,43239,HEAD HUM 19MM 50MM SHLDR UNIVERS STRL LF CUF ARTHROPATHY,both,null,32829.5,6237.61,25607.01,78,null,null,percent of total billed charges,78 percent of billed charges. Add on payment,null
133971298-1801992631_nyu-langone-tisch_standardcharges.csv.gz,40e6a8c8-a68c-4d28-b1d5-fa70d6d09636,NYU Langone,2025-01-01,NY,7002053H,multiplan,firsthealthppo1064,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,null,5106.17,970.17,3982.81,78,null,null,percent of total billed charges,78% of Billed Charges. Lesser of 100% of billed charges applies.,null
